type,1,2,3,4,5,6,7,8,9,10
attack,0.0,0.9909599,0.5832356,4.2372997e-33,0.0058953464,0.9985901,0.11941558,1.8143296e-27,4.8998206e-31,0.0
normal,2.054047e-27,5.395048e-16,9.918317e-24,6.7042027e-19,1.9975272e-22,3.1809335e-27,1.0959799e-36,3.496016e-17,3.114936e-13,5.6449105e-31
attack,1.1981476e-26,0.99996495,3.3366786e-21,1.0,1.0,4.9684905e-28,1.0,9.238232e-30,0.99999887,1.8567734e-28
attack,1.7294272e-23,0.99999964,2.6514808e-12,2.8253082e-05,4.021031e-08,0.004864484,0.9994252,4.7856306e-09,0.0019860268,0.9779425
attack,3.1416572e-34,6.028479e-35,1.0,0.0,1.0,1.0,1.0392612e-36,0.0,1.0,1.0
attack,1.0977901e-24,7.9402295e-21,9.8485594e-05,4.959859e-06,0.45780492,0.9999938,3.3356674e-17,3.6532056e-05,0.99999976,0.0
normal,0.0,2.4254076e-34,4.4111555e-26,0.00064122677,3.0495768e-09,0.0,0.0,1.5165971e-16,0.0,6.1478152e-31
attack,1.7885157e-31,1.1321375e-11,1.0,1.0,1.0,3.4761988e-26,1.0,1.0,1.365627e-10,1.5365805e-06
attack,0.0,4.2135774e-31,1.0,2.2413173e-38,3.4724498e-10,5.398265e-29,1.0,1.0,1.0,1.0
attack,0.0,0.0,0.9970614,2.0621686e-31,0.9827255,0.98170435,0.0,0.007071376,0.0,0.65926003
normal,4.2737275e-18,2.3629543e-06,7.680941e-30,7.155507e-11,1.6034887e-18,2.9656076e-15,1.6239852e-36,4.355058e-27,7.203677e-20,3.0309837e-14
attack,0.0,1.7600508e-36,1.0,1.0,0.99978995,1.9440943e-20,6.684829e-24,1.0,3.8846465e-24,1.0
normal,0.0,4.4136333e-17,4.0981794e-20,0.0,1.0480476e-10,6.7272047e-20,3.4502952e-09,0.0,0.0,2.987338e-16
attack,5.6155975e-37,4.571662e-33,4.7379836e-13,0.6656176,0.9985417,2.2077474e-12,1.1391722e-16,1.0,0.90641755,1.0
attack,0.0,0.0,1.0,0.0,0.99999976,1.0,1.0,0.9752449,8.297099e-37,4.827632e-30
attack,5.0101648e-31,1.0,3.396571e-16,1.6182979e-11,1.0,2.4960175e-21,1.0262151e-18,1.0,1.0,1.0
normal,1.9932093e-24,1.1657644e-16,0.58641833,1.864201e-24,2.3978061e-29,3.4910576e-25,0.0,5.6697907e-32,4.6324415e-09,7.901298e-17
normal,1.2105747e-19,0.4552135,2.3007725e-10,8.670902e-12,2.9176927e-15,2.323294e-17,0.95136446,3.6193417e-13,0.07815099,2.1867844e-12
attack,1.9324194e-20,2.616439e-07,2.3059781e-18,1.662101e-13,0.5724629,6.2448215e-08,1.7799551e-29,2.4959942e-17,1.7549006e-15,0.001996249
normal,3.8692282e-28,3.0322976e-32,6.5734384e-16,0.0030485988,2.06585e-27,9.971188e-19,6.617099e-13,1.7189064e-35,5.4422466e-28,1.29103905e-30
attack,1.3501589e-34,0.07320228,0.992288,5.2862735e-11,1.2233491e-21,2.4352663e-16,4.5996916e-38,2.0651603e-12,0.13472772,3.9048346e-33
normal,4.193273e-33,3.440667e-28,2.2043934e-20,2.1051742e-26,1.4206838e-09,4.2977176e-30,9.397875e-20,3.0660483e-27,5.6567666e-16,6.0456625e-19
normal,5.750019e-29,3.1521685e-22,9.5598364e-33,3.718746e-27,5.7295894e-22,2.1730576e-21,3.1595515e-35,4.6794737e-31,3.455796e-27,5.2685483e-22
attack,0.0,0.9990885,0.9999341,0.9998976,4.169708e-28,1.0121932e-11,3.6424477e-30,0.99999976,0.9999873,8.411918e-31
attack,0.0,1.0,1.0,7.660842e-29,0.9999999,8.960122e-29,4.7571034e-30,1.0,1.0,0.0
attack,0.0,1.0,6.515515e-25,1.0,1.5035493e-24,1.0,1.0,3.626251e-32,3.1579334e-22,1.0
attack,2.9128685e-21,3.131268e-29,1.3823269e-12,0.00053703785,0.03852743,1.2916256e-22,0.98751473,0.99966574,0.8507898,0.0020822883
attack,3.9016997e-22,0.999475,1.0,1.0,1.0,9.396441e-20,1.7051777e-21,1.0,1.3456333e-09,2.9562048e-26
normal,7.2192824e-33,6.795698e-16,1.7011633e-35,3.5994238e-10,1.4865854e-20,2.305669e-19,1.865386e-27,1.1992774e-05,6.267321e-32,6.93173e-34
attack,0.021466851,1.0,2.2912225e-09,7.63365e-15,2.764729e-12,1.0,1.0,1.0,1.222854e-05,1.0
attack,3.0920295e-27,1.0,0.0,1.0,1.6096418e-18,4.2375123e-17,1.0,1.1822696e-35,1.0,1.0
normal,1.1978789e-17,3.410405e-27,6.948211e-15,9.087443e-12,3.6777985e-12,1.4203742e-10,1.3295312e-26,9.2256464e-14,7.411452e-05,1.0922122e-06
normal,0.0,1.4009635e-26,0.0,1.2808361e-37,3.1080312e-26,1.4741595e-23,7.65068e-36,1.4271716e-36,2.8467882e-24,6.6642253e-18
normal,0.0,0.0,2.071321e-17,0.0026389062,6.486351e-25,7.3803024e-13,3.789659e-10,5.4471997e-17,1.5403942e-28,2.1444144e-31
attack,7.281974e-36,1.0,1.0,5.282171e-30,0.0,1.0,1.0,1.0,0.0,6.631429e-20
attack,0.0,1.0517495e-19,0.99935293,1.0,1.3020632e-23,1.0,1.0,1.0,1.0007724e-12,6.603786e-20
attack,1.20187566e-23,4.6472857e-34,1.0,1.9191819e-27,1.0,4.39028e-30,1.0,1.0,0.0,1.0
attack,0.0,6.0165267e-37,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
attack,3.5487489e-09,1.837562e-24,1.729228e-17,9.292576e-11,0.95832765,2.1606407e-15,0.00058731437,2.4671213e-25,3.0159433e-07,6.968505e-07
attack,0.0,0.30861437,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.3158454e-29
attack,1.487106e-29,1.0,1.0,8.24039e-21,1.0,1.0,1.1551279e-22,0.9999888,2.3701015e-25,1.5003554e-20
attack,0.0,3.1627876e-06,0.17093617,0.0,3.4819578e-34,4.7627203e-05,0.0,0.0,7.325659e-29,0.00020158291
attack,0.0,1.0,0.9391978,1.0,2.8534926e-08,4.80719e-14,1.0,1.0,1.0,1.2290698e-21
attack,4.4034732e-18,5.2667766e-12,1.0,1.0,6.390791e-23,2.759065e-09,1.0,1.0,0.56514573,1.0
attack,2.1750113e-13,0.99999946,1.0393469e-24,1.0,1.0,2.3581439e-17,1.0,7.348447e-20,0.9992251,1.374253e-09
normal,0.0,6.9250295e-06,2.1444318e-15,1.8427223e-06,2.9189983e-13,8.046074e-26,0.00012130918,5.9096714e-19,6.773387e-24,7.0183954e-25
normal,8.3726057e-16,0.00017696619,8.6371253e-13,0.0016214252,2.7598281e-09,3.5121406e-11,1.4871194e-19,2.686944e-07,0.0041067004,1.19017485e-20
attack,0.0,0.07198998,7.340397e-30,3.5328514e-05,0.9982788,9.652407e-24,8.9065515e-29,6.3980353e-12,0.99081033,0.7343878
attack,0.0,1.0,4.788241e-28,1.0,1.0,0.0,1.0,6.1793007e-30,1.0,1.08803155e-29
normal,2.3933028e-35,1.0327916e-21,8.563805e-23,1.649798e-29,2.9826155e-29,3.9314883e-16,2.3336866e-32,0.0,3.5377576e-29,7.5747065e-15
normal,0.0,2.325521e-31,1.0929082e-19,7.3608347e-31,0.0,0.0,0.0,4.893971e-32,3.234529e-19,1.6681305e-30
attack,3.174213e-30,1.0472812e-27,3.9512786e-14,6.5622834e-14,0.9526089,0.15695456,0.017080903,0.0010049641,3.0458462e-08,1.5773993e-20
normal,6.860645e-09,1.3368208e-12,4.931162e-05,3.0629037e-12,1.7512195e-11,4.0401885e-27,4.7021896e-20,3.6676977e-23,7.8850785e-22,1.2230097e-19
attack,4.6886025e-13,1.456303e-06,1.6637947e-13,1.0552387e-06,1.7673263e-07,0.99761826,0.12985966,0.013755292,1.9550656e-07,4.6999757e-16
attack,1.8017773e-34,0.99996555,3.0952167e-34,1.8613121e-28,1.0,7.075552e-31,7.225516e-31,1.0,0.99955463,0.99771404
normal,1.4897997e-26,2.0993745e-20,2.1758177e-23,1.0197556e-35,1.3716736e-24,4.9197922e-36,2.1579879e-23,1.5476254e-15,4.194585e-18,1.249101e-29
normal,0.0,0.0,7.952241e-34,0.9999459,3.567266e-18,0.038335413,1.4096412e-13,5.1920155e-14,0.015026867,9.929654e-28
attack,2.7137535e-23,1.0,1.0,1.0,1.0,7.3891726e-14,7.6912873e-31,9.988194e-21,1.0,6.736222e-19
attack,0.0,8.482645e-32,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
normal,1.5292567e-15,1.0598239e-09,1.1641197e-13,0.0,8.767088e-16,1.1940207e-11,2.3860956e-17,4.952146e-19,1.4430592e-20,2.4092326e-27
attack,1.6984861e-34,0.9999913,0.9998979,0.99999845,3.1167776e-36,1.0,8.692091e-17,0.9999851,6.4039926e-31,3.60661e-30
normal,2.0548715e-18,3.0243495e-32,6.3820016e-29,0.0,1.6104407e-25,1.9327788e-05,9.7906614e-08,3.0232407e-18,4.955324e-25,1.0270292e-34
normal,0.0,0.0,1.3469974e-38,0.0,1.1358576e-30,3.981483e-27,0.0,6.284161e-29,6.635648e-22,8.790794e-32
normal,1.3839543e-35,5.6250926e-23,3.1886667e-23,2.8157395e-30,0.0,5.721492e-20,9.320181e-29,3.1340668e-20,1.5717312e-25,2.1190286e-22
attack,1.7101014e-22,1.0,0.9996533,1.0,1.0,1.0,3.8704327e-31,5.280203e-07,0.0,0.0
normal,3.4518943e-28,1.760474e-21,9.722148e-11,2.595207e-12,1.4086335e-24,3.0797546e-25,7.739683e-36,1.3526248e-24,1.2756865e-30,2.9578097e-24
normal,1.3130793e-34,2.3719512e-10,7.4179496e-22,6.9093045e-30,1.542308e-32,1.7816789e-16,9.135701e-20,0.82110274,7.302354e-16,1.189959e-09
attack,8.595965e-26,6.4697075e-10,1.0,1.0,0.84681046,1.0,0.02256751,1.0,0.0007991195,1.0
normal,1.7215899e-28,9.517545e-20,4.9380114e-21,0.020444006,1.8279437e-05,0.991513,4.7233213e-13,1.6376801e-07,7.754625e-09,6.1012857e-09
attack,9.0345735e-35,2.590216e-28,0.08192009,1.0,2.983476e-17,0.0,9.5826706e-30,0.99986064,0.91072816,0.96833205
normal,0.0,0.0,1.1778721e-34,2.0500746e-38,1.0798399e-30,0.0,0.0,3.9812216e-36,1.7429692e-33,0.0
attack,1.2697718e-32,0.0009989738,3.9486738e-13,0.9857855,8.501555e-34,2.2356645e-08,0.00434044,0.009096086,2.8958545e-26,0.00023502111
normal,4.9003013e-33,9.793548e-21,1.6601993e-25,4.232435e-34,2.5787953e-31,2.2644003e-12,0.0,6.374321e-34,1.3534675e-22,4.165172e-23
normal,9.733058e-22,8.651079e-23,4.6959507e-13,1.1286411e-36,6.9428393e-28,3.4766556e-30,2.8546657e-36,2.6587908e-29,1.4628675e-36,2.970597e-25
normal,1.2176776e-22,1.2831721e-17,1.147457e-08,2.033439e-22,2.3946288e-11,2.9768647e-21,1.04228155e-08,2.1282783e-16,7.8901794e-05,9.050954e-06
attack,0.0,0.0,1.0,1.0,0.0,0.9999926,0.0,0.9964789,1.2254992e-26,1.0
attack,0.0,1.0,1.0,4.3428514e-14,1.0,1.0,1.0,9.119907e-17,6.4163876e-13,1.8208216e-06
attack,0.0,7.1950095e-17,2.3359807e-07,1.5649169e-25,1.3409147e-19,4.3167615e-11,1.1974918e-15,1.1161975e-08,0.0029332042,5.325081e-06
attack,0.0,2.6449205e-15,0.0,0.0,7.900942e-38,2.287035e-13,2.6797443e-38,1.3894038e-11,1.787962e-06,0.0054130256
attack,1.932616e-30,1.0,0.00014036894,1.0,1.0,1.0,0.00014907122,4.634158e-12,6.6243477e-28,1.0
attack,1.8628914e-18,1.0,1.0,1.11598046e-23,1.0,1.0,7.337475e-14,1.0,3.9245327e-25,1.2677309e-22
normal,5.056314e-19,3.8610838e-12,9.859775e-23,1.59566e-33,4.118156e-37,1.5955593e-37,7.835494e-27,8.053953e-29,2.1537275e-12,4.74982e-35
attack,9.109165e-13,1.0,1.0,0.9972547,0.99996483,1.8110074e-23,3.0113373e-08,4.278174e-21,6.459208e-12,1.0
normal,2.119526e-18,7.4303487e-31,3.070069e-23,1.4836335e-28,2.1241596e-22,1.4442826e-34,1.7358729e-29,8.715401e-24,4.9240895e-22,7.0014017e-10
attack,8.8948856e-26,1.9960942e-23,0.99601954,0.9999993,1.0,1.7527843e-10,2.3487223e-09,1.3476455e-11,0.9999339,0.99999887
attack,3.5535519e-31,1.0164821e-34,8.049606e-18,0.0,1.0,1.383399e-29,1.0,1.0,1.0,1.0
attack,1.6705397e-20,5.424091e-13,1.0,0.001897335,1.0,0.9829117,0.04090157,0.99999875,1.0,0.99999607
attack,2.1273114e-32,4.773952e-07,9.19079e-07,0.9999994,1.0360242e-27,1.0752854e-15,1.0,6.5331506e-28,0.9877656,2.7795766e-06
normal,1.8395743e-32,1.2108589e-15,1.423073e-13,3.53719e-22,5.6671372e-11,1.552677e-28,2.3586296e-17,3.4591117e-24,1.7855688e-18,5.1604704e-05
normal,6.706911e-05,9.5993695e-27,6.0823237e-20,5.432676e-16,1.9564495e-22,0.991441,1.1067305e-22,6.0132074e-27,7.1611906e-25,5.870977e-27
normal,2.0455302e-21,6.4917034e-12,3.985753e-12,1.028631e-15,1.01412935e-30,1.4381587e-05,1.8107162e-13,2.172162e-29,6.1938874e-22,6.2627466e-20
normal,0.0,6.3095935e-23,0.0,5.1558588e-21,1.6326672e-23,7.580854e-25,0.0,8.23981e-32,0.0,0.0
attack,1.2702645e-08,1.3348509e-05,0.00093084574,0.00010968813,0.00050616264,0.7861919,1.7796424e-22,1.3365715e-15,4.7628995e-36,3.470225e-25
attack,7.761578e-17,0.9999996,3.0241057e-18,1.0,6.697727e-29,0.7670283,4.1248226e-05,0.51678264,1.4565956e-31,7.13237e-26
attack,1.15230825e-27,0.99999964,1.508436e-12,6.718514e-34,0.57463694,2.9662476e-07,1.0,0.9999981,3.4468528e-29,3.784944e-09
normal,8.156233e-21,1.5868062e-15,0.0,7.461976e-20,3.2454151e-28,7.2982716e-28,0.0,8.643072e-21,1.4122472e-06,0.0
normal,0.0,2.3761157e-15,1.631851e-05,7.84304e-17,4.297628e-26,1.1251135e-07,7.516735e-15,7.138135e-20,0.43528873,0.9941534
normal,3.7907794e-25,8.735826e-08,1.4456716e-19,8.193636e-14,1.3990943e-11,0.0069068074,2.3386724e-21,3.772217e-16,1.6368338e-07,5.3696706e-16
normal,9.020125e-13,3.4544975e-12,5.898863e-18,4.8980574e-26,8.0116025e-11,7.17873e-23,4.6180357e-09,3.8248884e-16,0.00032940507,1.7740192e-08
normal,3.503011e-32,2.5648875e-28,3.0034998e-28,8.9929197e-23,2.6676743e-26,3.2576542e-15,2.3266258e-27,4.298522e-22,1.6338141e-15,4.6866364e-24
normal,0.0,5.1398644e-17,1.2063906e-16,3.2897855e-08,8.8347257e-26,9.036288e-22,0.0,3.8876322e-36,2.1092219e-05,1.6875805e-16
normal,1.0226303e-28,7.2483303e-28,1.0045094e-34,1.1557437e-24,2.2774428e-19,1.34144e-29,2.9898582e-23,8.219922e-28,2.7832026e-36,1.188542e-06
normal,0.00034156442,1.2377676e-24,6.7488384e-30,5.020458e-12,8.030154e-20,1.4933757e-30,1.4517666e-20,5.404721e-19,6.5607423e-22,2.211727e-15
attack,3.5816724e-14,1.00947e-05,0.9993739,0.018461794,0.91808087,0.54640096,0.91379356,2.5069287e-14,0.99993396,0.532201
attack,2.919882e-14,9.960925e-26,1.0,1.0780184e-34,0.0,1.0,1.0,1.0,0.0,0.99998015
attack,0.77342176,0.9913252,0.8727616,0.9912736,0.91501814,0.11562979,0.9986768,0.74108565,0.72556245,0.9999982
attack,1.9095573e-34,8.894198e-28,1.0,1.0,0.99999106,1.0,1.0,4.8288697e-36,7.330148e-32,1.190764e-22
attack,2.7375202e-13,1.0,1.0,0.0,5.934125e-23,4.8324096e-09,1.0,1.0,2.5592475e-21,1.0
normal,0.0,0.0,8.3314865e-13,3.8003995e-37,9.893576e-22,1.5646081e-23,2.6005205e-22,6.582688e-19,3.2147686e-37,7.208799e-10
attack,3.2402426e-29,7.551902e-18,1.0,1.0,4.2692628e-18,2.0007974e-31,1.0,0.0,0.990052,0.99245346
normal,0.0,3.706125e-36,6.601973e-35,0.0,7.514618e-21,4.850433e-36,9.566958e-24,8.519717e-31,0.0,1.5281767e-24
normal,1.355827e-25,1.1298433e-13,9.5476833e-29,4.6974496e-06,0.0,2.3724191e-31,8.186646e-31,7.174023e-30,2.9349373e-24,9.937341e-14
normal,0.0,1.8660098e-11,0.0004079044,7.121282e-10,2.717821e-26,4.750881e-16,1.8660717e-17,6.469378e-09,7.165264e-17,0.02010259
attack,2.970069e-37,9.8128794e-14,1.0,1.0,0.3095495,1.0,1.6547827e-30,4.082906e-26,1.0,2.5063444e-26
attack,0.0,0.46832284,0.0008904934,0.9999976,1.5539684e-21,1.8533937e-25,0.9725517,5.018627e-28,0.24934903,6.481121e-36
attack,2.510517e-33,1.0,2.5016772e-23,4.0377367e-28,1.0,1.0,1.0773744e-24,1.0,1.7008712e-20,1.0
normal,2.542623e-09,0.0013676286,2.880404e-14,0.002040714,0.48335335,4.664556e-05,0.98686564,4.7815618e-20,0.0016794205,0.0005695522
normal,0.0,2.9527148e-16,4.599082e-21,1.2060643e-23,1.5158159e-24,0.0,5.0914268e-33,3.4682842e-30,6.8868427e-12,0.0
attack,0.0,0.99999976,0.9966465,6.254446e-14,0.9953791,2.6381908e-10,0.0,0.07912451,1.2264187e-14,0.99933356
attack,0.9999839,3.132298e-05,4.563183e-23,0.9999997,1.5419628e-22,1.0,1.0,5.4285124e-16,2.3354064e-16,1.0
normal,8.306898e-34,3.064659e-18,1.2255801e-05,1.7198603e-13,4.075749e-18,1.01832976e-26,3.492728e-22,5.7543904e-35,8.1870795e-13,1.3244158e-15
normal,0.0,2.611307e-29,0.0,0.0,0.0,8.386809e-36,0.0,1.4507305e-21,2.4675498e-36,0.0
attack,2.2230085e-17,1.0,6.095832e-16,8.0386737e-20,2.285938e-19,1.0,1.0,1.0,5.7520947e-32,1.0
attack,8.0177386e-17,2.6636592e-06,9.84899e-11,4.0077577e-10,1.5738471e-05,0.044294566,0.99976707,1.4975875e-09,0.9791333,1.0
attack,0.0,0.0010169446,0.9767467,0.0,2.6275378e-34,0.0,0.009973943,0.0,0.04397425,0.858219
attack,3.6856576e-34,0.9998535,6.106516e-23,4.06442e-38,0.09894267,1.0751369e-24,1.0,0.9998393,1.6288249e-28,0.9948295
attack,0.0,1.0,1.6906283e-16,7.259259e-21,1.0,0.0,1.0,1.9961043e-28,1.0,1.0
normal,7.2863655e-28,5.0534307e-08,0.027662069,4.9386085e-12,0.18191987,0.996976,9.6513325e-18,2.6985616e-09,2.8967976e-12,2.548149e-12
normal,2.309605e-33,5.2743827e-36,1.06947534e-32,2.0300671e-15,5.653431e-28,1.01257436e-32,0.0,2.5419377e-29,2.6876098e-13,1.288309e-22
attack,0.00018915534,2.6485228e-24,1.4840934e-11,1.032742e-05,1.6076288e-05,6.4496605e-14,3.8211494e-34,3.0903123e-13,0.12749457,4.2554664e-05
normal,1.8408551e-21,1.1486942e-23,4.8297716e-10,1.1079846e-06,2.3781348e-25,1.9121397e-17,4.682388e-22,0.0007174015,0.8838291,0.32271364
attack,4.0211307e-23,3.0949332e-19,1.0,1.0,1.0,7.1698337e-16,1.2621712e-12,1.0,2.856352e-15,0.99999166
attack,6.270733e-12,0.9433175,0.000161618,1.0,7.4943125e-16,0.00074109435,0.8293637,0.9999549,0.9996736,1.4699606e-21
normal,1.2889126e-16,0.0,3.04837e-26,1.5303979e-26,3.4092528e-07,0.0,2.0225888e-26,1.150839e-23,5.9176633e-17,4.736467e-20
normal,1.5626572e-16,0.0,7.5585615e-25,6.0379445e-18,4.4790506e-14,4.681346e-32,2.2478076e-23,1.9703882e-37,3.8003027e-27,1.5136496e-12
attack,1.4639145e-17,0.9937328,0.98826647,0.99611974,0.02584222,0.042041928,3.3276614e-24,0.9994836,0.99999225,1.6717653e-18
attack,1.0,3.59008e-13,4.047171e-22,2.9777498e-29,1.3159037e-17,0.9993353,1.0,0.99511343,0.9999984,1.0285203e-09
normal,1.09411674e-10,1.1969523e-16,3.906961e-20,8.41622e-16,1.8766871e-13,3.0158886e-20,5.245511e-09,1.6446797e-18,1.3750425e-05,2.1810266e-13
attack,1.6201212e-17,1.0,6.884549e-22,1.0,1.0,7.066271e-09,0.8796427,1.0,1.0,7.554217e-08
attack,5.2031563e-11,6.071349e-12,0.99999976,0.9996817,1.0,0.049455017,0.99996006,1.6392427e-07,1.0,0.24386054
normal,2.1269533e-18,4.5596586e-12,1.5304567e-14,3.2983344e-28,5.803533e-11,7.83325e-09,1.1849571e-07,2.335978e-15,1.83206e-17,3.2105845e-25
normal,1.6371735e-34,8.986652e-10,9.657094e-22,5.102374e-14,0.0,1.0518561e-11,9.5009626e-21,4.6130992e-23,0.0,2.7541415e-18
attack,2.1163793e-29,5.8899727e-21,1.0,1.0,1.0,3.3132223e-16,1.0,6.1053034e-16,4.1201265e-34,1.0
normal,4.23527e-15,1.3757775e-08,2.4313998e-20,7.0275634e-16,5.666142e-15,1.3254742e-12,0.003990054,0.012335211,7.556575e-13,1.3122958e-15
normal,2.6069295e-20,3.5399742e-05,1.8885151e-13,8.1062414e-11,9.975103e-12,9.368498e-18,0.0025461316,0.057973295,7.750008e-10,1.338397e-09
attack,7.9762383e-20,0.012535781,6.101265e-12,0.19641781,2.7583187e-12,0.9999193,1.3948193e-35,0.9993135,6.742102e-06,4.605194e-35
normal,0.0,3.5508444e-22,8.5495735e-23,6.8862193e-25,6.1998724e-13,1.3370423e-20,3.487279e-24,0.0,1.0219998e-18,1.2703603e-21
normal,8.7805855e-29,0.0,1.3143509e-36,1.2795218e-38,0.0,4.1987056e-30,3.4713285e-30,1.567364e-28,2.220872e-25,1.2180638e-36
normal,1.3049754e-18,1.6357569e-26,1.9744862e-17,8.998838e-12,0.00015100837,2.2482212e-10,0.00031656027,2.7506797e-12,1.0047694e-09,0.00022807717
attack,0.0021985471,1.0,1.7712788e-21,1.0,0.9503766,1.0,0.0013623238,1.0,7.260909e-24,1.0
attack,1.0703055e-29,0.9958501,0.0,0.97197616,2.0999533e-18,0.9528549,0.0,0.0,0.99995655,0.12133592
normal,0.0,1.1517885e-14,0.0,0.0,0.0,8.090299e-34,3.3122063e-34,0.0,1.2633596e-33,2.536363e-05
normal,3.092893e-18,6.4438624e-16,6.127153e-20,6.2002732e-21,4.6861073e-06,5.1820554e-13,9.797838e-15,0.008556217,1.0011228e-10,0.0034870207
attack,6.862243e-35,0.10856736,1.5276028e-05,8.7460394e-32,1.2998498e-38,0.99080694,3.4212262e-31,0.2514838,5.262775e-10,7.999628e-38
attack,1.3276225e-38,1.0,7.2926966e-23,1.0,4.3568657e-36,1.3505239e-20,1.0,0.99995494,0.9998909,3.9531582e-09
attack,0.09032208,3.4858944e-10,2.3954846e-21,3.60539e-07,0.0006223917,3.6688546e-18,4.7491721e-07,0.0015767813,7.956055e-10,4.212175e-18
normal,7.8455515e-25,5.8904866e-37,0.0011937916,1.9392999e-22,1.0805422e-06,0.00013387203,3.4570864e-28,6.919966e-21,4.803269e-17,2.5210954e-31
attack,1.0,0.0,1.0,1.0,5.217846e-37,1.0,1.0,5.057039e-22,2.0432171e-33,1.1543682e-18
attack,1.0,6.9921235e-26,1.0447889e-24,5.469567e-23,3.443161e-21,0.9949618,1.0,0.99966943,0.16988057,1.121077e-27
normal,9.568301e-33,3.357687e-26,1.6016917e-25,0.0,7.2386483e-16,4.3525486e-07,1.3284186e-37,3.103065e-07,0.0,1.8859558e-28
normal,1.8905568e-15,1.7881915e-20,0.00045108795,1.14314355e-14,1.3233479e-11,1.7946696e-09,1.2102105e-07,4.460839e-05,1.0276365e-08,1.4755605e-06
normal,0.0,4.571266e-16,3.491719e-20,1.3766007e-17,2.9691638e-10,3.3436302e-13,6.049231e-10,3.2915168e-16,1.8007265e-26,5.141098e-14
normal,1.6512753e-13,1.7077729e-16,3.0129074e-37,1.4635321e-28,6.61857e-11,7.8818604e-22,1.3638379e-30,2.6757018e-06,2.5851647e-26,0.006748438
attack,5.0426354e-35,0.99999905,0.99993324,1.0,2.8778417e-31,2.1689461e-17,7.0552943e-28,1.14753094e-35,1.0,1.0
attack,0.0,2.0360967e-34,1.0,1.0,1.3124227e-35,1.0,0.0,1.0,0.0,1.0
normal,8.7138496e-29,2.1704016e-05,0.0,0.9937897,2.0796448e-05,6.6540136e-33,2.4041756e-07,3.639445e-24,2.509613e-06,0.0
attack,1.0,3.6580918e-34,0.0,3.9010915e-36,2.2572958e-29,1.0,0.9998181,0.94734573,0.035815626,4.7426504e-20
normal,1.5914259e-22,3.262836e-14,2.91442e-09,1.3339973e-14,4.4010966e-22,5.6604e-21,8.6078876e-16,8.76481e-17,1.2499847e-26,3.132889e-24
normal,5.4626677e-37,2.6266704e-08,0.05092728,9.919404e-26,5.370666e-19,3.8695923e-08,2.0476767e-14,2.3290897e-31,7.045517e-32,3.368303e-07
attack,1.9045522e-34,2.2955397e-28,1.743314e-19,1.0,1.0,1.0,1.2180242e-25,1.0,3.5384833e-12,1.0
attack,0.0030840337,1.0,1.4814945e-22,1.1916563e-08,1.0510145e-21,1.0,1.0,1.0,0.121595144,0.99999774
attack,0.0,1.0,0.0,1.7982658e-37,0.0,1.0,1.0,1.0,1.0,0.0
