type,1,2,3,4,5,6,7,8,9,10
attack,0.0,0.0,0.74137676,5.1750037e-24,0.9999757,0.9005865,4.1807008e-34,0.9999988,1.3641914e-23,0.8647695
normal,1.9086106e-19,3.9357584e-08,7.735199e-28,7.70913e-09,1.1842709e-06,9.9187574e-08,2.9321664e-21,1.9378038e-17,4.1232292e-24,1.02193325e-26
attack,0.0,5.6317416e-33,1.0,0.99966705,1.0,3.6188553e-26,5.3638097e-33,1.0,1.5012618e-25,1.0
normal,0.0,2.691343e-29,0.0,0.0,0.0,0.0,3.1709012e-20,0.0,1.1399254e-29,5.2751526e-34
attack,2.5169636e-31,9.544613e-24,1.1563982e-06,0.26443595,0.99999815,6.9797904e-17,2.2075113e-16,0.99999964,0.999999,1.0
attack,0.0,0.0,1.0,6.027331e-27,0.99866736,1.0,1.0,0.023170948,7.491932e-18,0.0
attack,3.9405522e-26,1.0,1.5479907e-16,6.828369e-29,1.0,1.3825633e-17,5.371093e-07,1.0,1.0,1.0
normal,0.0,4.8658e-27,1.1946669e-31,3.151301e-38,8.445068e-12,5.640453e-13,0.0,8.03182e-17,3.1086841e-18,3.6006008e-31
normal,1.2866846e-35,2.6585455e-23,2.7154352e-05,1.4906076e-14,1.8949841e-21,2.9708376e-12,1.7694518e-10,4.1083913e-32,1.0084918e-06,0.99989223
attack,1.3127445e-14,1.9855609e-08,3.7157932e-10,1.1159505e-12,0.9999957,0.015785098,1.9459764e-30,2.0188763e-23,1.3738398e-06,8.1172336e-13
normal,2.9475277e-23,1.2356833e-30,5.658936e-27,0.0,3.418569e-21,6.399494e-25,0.0,7.670593e-18,1.1391305e-28,9.87227e-23
attack,1.5364978e-20,0.008432925,0.25420362,0.0023908317,0.052533865,5.1311e-05,3.3770863e-17,0.0049794316,0.7596971,7.853601e-34
normal,2.377769e-20,6.676062e-24,1.5434627e-23,9.926041e-31,5.247409e-14,1.9816412e-23,2.9547403e-14,4.3217303e-33,0.0,6.520487e-14
normal,0.0,2.0507879e-14,0.0,7.377833e-26,3.9766863e-27,2.4476636e-30,2.8869211e-18,0.0,2.778208e-35,8.867044e-32
attack,0.0,0.9687593,0.9989131,1.0,0.0019271672,8.827258e-31,5.5595974e-13,1.0,0.9999997,4.0779987e-28
attack,0.0,1.0,1.0,2.69632e-34,1.0,6.878282e-35,1.7576243e-26,0.99974895,1.0,1.8695948e-21
attack,0.0,1.0,7.155884e-35,1.0,6.446654e-27,1.0,1.0,0.0,9.90393e-28,1.0
attack,6.5016407e-16,5.3448217e-23,4.7491472e-21,1.0,0.00061029196,3.7146807e-25,0.669135,0.6159813,0.5968018,6.5501793e-10
attack,1.6838011e-29,1.0,1.0,1.0,1.0,7.803184e-06,1.7359462e-06,0.99999756,2.2315922e-15,3.953136e-20
normal,1.5089566e-16,1.0391981e-13,9.246301e-31,6.214459e-13,2.9249478e-11,1.6123101e-24,1.2887897e-16,1.1210655e-06,4.385398e-20,1.9819133e-38
attack,9.4908465e-08,1.0,9.848047e-08,9.0780425e-18,1.0147338e-06,1.0,1.0,1.0,0.0031954348,1.0
attack,3.7107e-33,1.0,1.1875182e-26,1.0,7.755844e-30,0.0,1.0,2.091084e-22,1.0,1.0
normal,2.0316191e-35,8.652969e-06,9.429205e-24,6.176595e-10,1.3158772e-19,2.2429002e-30,1.9010685e-11,2.50853e-11,2.5089473e-14,1.9735613e-12
normal,0.0,1.8778895e-25,0.0,3.3208888e-32,6.0235005e-32,6.15004e-32,0.0,0.0,1.3106308e-21,1.3195216e-19
normal,0.0,0.0,2.528403e-18,5.10122e-20,9.0138535e-08,1.1399797e-18,3.236833e-29,6.3337654e-28,4.7987163e-29,2.0322257e-33
attack,1.19195774e-32,1.0,1.0,1.73852e-33,0.0,1.0,1.0,1.0,0.0,8.592575e-29
attack,0.0,2.3858979e-30,1.0,1.0,1.625463e-14,0.9999863,1.0,1.0,0.0,0.0
attack,0.0,1.6651847e-25,1.0,1.15087e-30,1.0,1.2783044e-27,1.0,1.0,1.6057122e-31,1.0
attack,4.8338827e-21,2.0722625e-31,1.0,9.882627e-24,1.0,2.5903333e-29,1.0,1.0,0.0,1.0
attack,9.849409e-21,0.7981474,1.1198311e-12,2.742318e-09,0.997079,1.759878e-19,0.00044941902,9.41486e-25,0.0020151138,2.8509072e-07
attack,0.0,1.0,0.9999999,1.0,1.0,0.0,4.6236993e-18,1.7985457e-31,1.0,1.7337023e-29
attack,1.5399453e-16,0.9998369,0.99999976,7.195747e-33,0.9584782,0.99999964,8.920325e-21,0.99999845,6.9441744e-25,6.2717665e-18
attack,9.469023e-19,1.5306048e-15,9.585058e-09,2.3561003e-34,1.7912003e-37,3.9590095e-11,5.7775606e-32,1.8438904e-37,1.0323425e-10,2.5342806e-13
attack,9.291413e-17,1.0,6.720948e-27,1.0,7.2431557e-22,1.6886122e-22,1.0,1.0,1.0,0.00440526
attack,0.0,5.2906466e-09,1.0,1.0,7.412671e-19,2.5257919e-17,1.0,1.0,1.7444015e-23,1.0
attack,3.6572926e-21,1.0,2.2993905e-25,0.9997964,1.0,1.3496728e-07,1.0,5.0571423e-27,0.99996054,0.002062291
normal,0.00011706624,3.6753792e-27,7.5867945e-15,4.294678e-11,4.7271055e-06,0.03232652,6.1852753e-20,4.2354995e-06,9.646115e-16,7.174264e-09
normal,5.0569558e-17,2.0831719e-09,2.736043e-28,4.7024326e-16,2.9579027e-11,2.2963083e-11,0.038009256,1.1639124e-22,6.151787e-10,1.3791566e-15
attack,0.0,0.03598839,2.7174171e-18,0.22024119,0.28906232,9.378309e-15,1.4015742e-13,4.255691e-12,0.9999968,0.6006129
attack,1.54069825e-30,1.0,1.214839e-28,1.0,1.0,4.9267297e-33,1.0,3.3830055e-24,1.0,7.5377434e-25
normal,1.1201258e-16,4.0039864e-16,4.2380158e-12,2.059338e-13,1.7824678e-23,3.4079316e-21,7.6506477e-22,9.497023e-19,2.7189164e-21,5.0396253e-24
normal,0.0,0.0,0.0,1.8619143e-22,2.4735854e-18,0.0,1.2155282e-38,1.3393313e-17,0.0,1.996378e-36
attack,1.0063331e-08,1.9002874e-24,2.9659311e-33,3.0348903e-09,1.1748792e-11,3.1362433e-05,0.0031982064,3.7661216e-08,7.3363644e-08,1.10797534e-13
normal,4.3169357e-18,4.518696e-17,1.36704355e-08,1.196188e-08,5.470499e-18,4.484236e-23,2.0977937e-16,6.5723066e-17,3.3153937e-18,2.684409e-16
attack,4.9405615e-11,6.660449e-11,1.4676969e-21,1.623101e-08,0.79957825,0.984655,3.9638894e-06,1.8160345e-18,2.787934e-06,2.8679e-06
attack,2.3415315e-34,0.99999285,2.4692278e-27,9.988057e-18,0.9821069,0.0,1.3843735e-32,0.4224288,0.9999994,0.9986999
normal,0.0,8.365802e-13,1.3526361e-15,4.437904e-20,0.0,1.5204964e-30,1.6180151e-32,2.4349483e-14,0.0,7.9374654e-23
normal,0.0,7.959751e-12,3.0848806e-18,5.8043793e-13,1.5549978e-24,1.826768e-12,1.9310888e-13,7.5202834e-17,5.1564827e-23,0.0
attack,1.0935552e-18,1.0,1.0,1.0,1.0,3.1455492e-30,0.0,1.0272559e-20,1.0,1.3233224e-19
attack,0.0,0.0,1.0,1.8293034e-30,0.0,1.0,1.0,0.0,0.96970296,1.0
normal,7.31774e-18,3.3771388e-24,1.4281112e-32,1.379647e-36,2.7900782e-30,2.5377283e-25,5.4367877e-10,1.3659682e-29,5.566737e-36,4.5598547e-25
attack,2.1696986e-25,0.99478173,1.0,1.0,4.870238e-27,1.0,9.7330785e-33,0.9999999,0.0,3.8563967e-19
normal,2.9263208e-37,1.5253217e-18,0.00014013052,9.822489e-17,1.51679225e-33,5.248876e-27,2.1142329e-14,5.824194e-29,3.9973823e-29,1.7312875e-13
normal,0.0,0.0,1.7283784e-12,1.1416148e-20,2.3727703e-10,2.2983529e-35,1.8301233e-34,1.9728826e-32,5.3903127e-25,4.4157833e-27
normal,1.7789375e-36,4.4729193e-26,2.3450844e-23,6.908884e-22,5.689747e-24,1.1269977e-21,2.377278e-21,1.4290714e-23,2.7039643e-18,7.5868655e-34
attack,0.0,1.0,0.9999398,0.9999954,0.99999976,0.011865407,0.0,1.9691898e-33,1.3960466e-31,0.0
normal,1.7317365e-32,2.3317134e-30,7.069787e-36,4.0183777e-27,1.8106657e-34,1.20559324e-26,1.7434705e-30,1.22368666e-26,4.850528e-20,3.2277784e-24
normal,0.0,4.962008e-15,1.1733418e-13,5.996025e-28,5.729945e-20,0.0019486547,0.061050177,0.4973253,1.265007e-06,6.7197976e-26
attack,4.703742e-31,1.6949092e-07,1.0,1.0,1.8646002e-06,1.0,0.03654149,1.0,1.0,1.0
normal,4.3804915e-31,0.00019592047,9.6060814e-14,8.117148e-15,5.6867103e-16,2.8836664e-12,5.5282648e-36,5.0946924e-10,4.0276864e-06,0.014032602
attack,0.0,1.2019716e-16,0.4760152,0.9999303,1.9717851e-16,0.0,0.0,0.99941444,0.028199792,0.99940133
normal,0.0,0.0,0.0,0.0,1.1836736e-34,2.924876e-33,0.0,3.5375966e-36,0.0,0.0
attack,1.4180991e-08,0.70710766,0.0013003349,1.0,5.647557e-17,0.9979796,0.36621165,6.173639e-06,1.2259257e-17,0.00018167496
normal,3.1699683e-36,2.2239659e-18,4.931195e-37,1.0538467e-25,3.092798e-26,2.0582214e-18,5.7278617e-15,4.4149626e-25,2.3941093e-25,9.03172e-26
normal,3.5002595e-32,8.129841e-18,6.0583956e-30,2.2778204e-23,1.1881284e-21,2.3350787e-37,1.0622067e-30,4.675176e-30,5.4236318e-37,3.8284347e-24
normal,2.2737582e-30,3.5220093e-18,5.958838e-12,5.5446897e-12,1.8714339e-08,3.95411e-23,1.7324956e-14,5.824976e-20,2.2575964e-11,0.010018915
attack,0.0,0.0,1.0,1.0,0.0,0.99999964,0.0,1.0,0.0,0.99892384
attack,0.0,1.0,1.0,1.1378965e-14,1.0,1.0,1.0,1.01147714e-26,3.4066108e-18,2.0854846e-10
attack,0.0,3.2121698e-37,0.0037683249,2.7239474e-24,9.5892314e-27,5.1496957e-10,1.0047432e-19,0.068627566,1.03235585e-07,1.2968199e-10
attack,0.0,0.0001630485,1.8612284e-34,2.6400712e-38,0.0,7.1847813e-07,0.0,2.7184027e-10,2.3733944e-18,6.21531e-10
attack,3.1638804e-28,1.0,2.8413757e-23,1.0,1.0,1.0,7.613825e-20,1.5379427e-17,4.684073e-27,1.0
attack,0.0,1.0,1.0,3.3014374e-13,1.0,1.0,5.98505e-15,1.0,3.3756788e-19,2.4107043e-34
normal,0.0,2.3352403e-21,2.9389294e-29,0.0,1.96934e-33,3.360158e-27,0.0,2.6563037e-24,7.16375e-20,0.0
attack,0.0,1.0,0.9998834,0.9690029,1.0,7.219684e-21,2.9171809e-30,8.7530574e-30,2.0984102e-12,1.0
normal,6.969364e-31,7.7342825e-21,8.701619e-38,5.3089304e-25,7.127957e-28,1.8627157e-31,2.5868746e-16,1.8405312e-07,1.593469e-27,2.108405e-26
attack,5.918622e-36,1.0213378e-17,1.0,1.0,0.00045216084,0.061468244,1.6413682e-13,3.1971975e-20,0.9962318,1.0
attack,3.193574e-22,0.0,8.13006e-25,2.9409266e-21,1.0,5.9658203e-12,1.0,1.0,1.0,1.0
attack,1.2172553e-14,1.3526391e-05,1.0,1.316852e-05,0.99999976,0.0008522868,0.008899778,1.0,1.0,1.0
attack,5.827784e-25,2.396265e-18,0.94337916,0.9999981,1.9632094e-28,1.0538152e-05,0.9999962,4.9871264e-25,1.0,0.99305636
normal,1.1712988e-08,6.937786e-27,3.5414907e-18,0.00092595816,4.3962897e-33,0.00061282516,3.5820868e-19,9.238967e-31,3.4431558e-09,1.4294787e-14
normal,2.9461358e-14,0.0,9.1266727e-29,9.299595e-34,9.721627e-30,2.7480785e-16,0.006365031,4.5947743e-26,0.23131937,0.094712526
normal,2.0798172e-24,1.9903933e-10,0.0029927492,3.5011247e-11,1.4163091e-35,6.30047e-18,2.827986e-25,7.071304e-08,3.566624e-27,4.4360323e-17
normal,1.4357162e-30,2.4207274e-29,2.1315153e-28,5.418003e-16,5.9003157e-29,0.0,0.0,2.3928518e-23,3.1522747e-12,2.7741927e-36
attack,6.7057554e-10,0.32422334,0.0011181235,0.014024049,0.5023929,8.012241e-08,4.070254e-08,2.806418e-17,6.095576e-16,1.1451384e-21
attack,2.657574e-14,1.0,3.67142e-16,0.99998426,1.0717564e-13,1.0,0.0007059872,0.9915379,6.930462e-26,1.9025543e-20
attack,1.1815248e-29,0.0015533566,1.8470468e-08,1.3205753e-32,0.9998088,0.85948145,0.000120896526,0.07073474,1.9067147e-23,1.3762571e-09
normal,5.3106667e-27,5.447374e-29,0.025565863,1.4777937e-12,1.9248758e-30,1.190777e-23,7.437054e-20,2.3843687e-23,7.521977e-13,1.8646257e-26
normal,1.284417e-23,8.666837e-15,5.8403863e-08,4.46591e-12,3.3706232e-07,0.27945542,0.088906676,1.7092648e-09,8.543432e-07,0.9989504
normal,4.2760767e-25,1.6204824e-10,1.6990452e-17,3.9633884e-05,6.023895e-12,1.7726199e-05,1.5315703e-09,7.725183e-18,1.46066625e-08,7.3881307e-10
normal,6.000084e-25,6.647818e-27,4.2546308e-18,1.375231e-13,2.1920591e-06,1.0705372e-12,1.9443394e-12,3.478214e-19,1.4173183e-07,8.402682e-16
normal,0.8246335,5.847254e-15,1.1067229e-28,2.2098877e-12,7.507572e-28,6.111082e-16,3.5552078e-15,4.30514e-35,1.8051613e-05,4.183514e-24
normal,1.3710247e-13,2.007195e-32,5.3478927e-26,1.7966792e-25,1.7020773e-29,3.3119352e-30,2.6468907e-36,1.6465634e-25,3.953659e-15,1.6025021e-28
normal,7.025719e-37,8.226556e-32,0.0,0.0,4.6416516e-19,2.448186e-23,6.9374614e-14,0.0,1.8373203e-35,3.0967764e-26
normal,4.1063e-28,3.712669e-25,3.3013243e-09,3.2327593e-15,1.3643776e-06,1.2718534e-29,3.494792e-23,6.329771e-12,9.895913e-15,1.2954363e-20
attack,0.030534267,3.2373042e-09,0.99907255,0.001713723,0.8991718,0.6682013,0.9694934,0.14554167,0.9985577,0.8546971
attack,1.9039522e-31,0.0,1.0,4.592668e-35,0.0,1.0,1.0,1.0,2.2345457e-17,0.9999996
attack,1.4442053e-08,0.9989146,0.99963856,1.0,1.0,1.0,0.9979597,0.0022357702,0.9999884,0.7587496
attack,0.0,7.334954e-26,1.0,1.0,1.0,1.0,1.0,1.9497813e-37,7.1213686e-31,1.5984953e-30
attack,3.7868144e-20,1.0,1.0,2.1430454e-34,2.8251953e-31,3.688434e-31,1.0,1.0,0.0,1.0
normal,0.0,8.037977e-33,3.1872553e-16,0.0,3.2014007e-17,4.7148646e-30,9.304709e-18,1.3909572e-34,0.0,2.5127438e-15
attack,1.0789751e-15,2.683082e-28,1.0,1.0,5.210877e-32,4.529525e-21,1.0,4.1003624e-38,1.0,1.0
normal,1.2400102e-35,0.0,0.0,0.0,1.1618815e-28,0.0,1.3729597e-19,0.0,0.0,1.1240218e-22
normal,6.437087e-22,6.1202365e-28,1.6011677e-16,1.5466642e-29,2.3201629e-21,4.330414e-24,3.5332484e-24,2.4297253e-17,8.231633e-34,7.507766e-11
normal,1.7275485e-15,3.7649492e-09,7.729803e-05,2.2469325e-16,8.822889e-22,5.2681904e-13,9.023086e-24,2.0210385e-26,2.384767e-17,4.6647962e-20
attack,6.209765e-36,1.6998356e-25,1.0,1.0,0.25532418,0.9999395,2.0303837e-31,5.24756e-25,1.0,0.0
attack,0.0,4.5017376e-07,0.925848,0.014772505,1.1901724e-24,1.1714691e-26,0.8743426,1.0264312e-24,0.0018781722,1.2510236e-35
attack,0.0,1.0,2.5676638e-31,1.4084078e-09,1.0,1.0,4.131409e-35,1.0,2.3535515e-17,1.0
normal,0.005722463,0.0005939603,0.0032021403,1.1236959e-22,5.7602883e-16,1.3172188e-05,6.459237e-07,7.576048e-08,1.2150059e-13,9.853913e-11
normal,0.0,0.0,0.0,4.160791e-37,1.0432288e-22,1.0789516e-13,1.7115542e-25,1.68111e-07,3.4042319e-34,9.5953466e-26
attack,2.0227523e-32,1.0,0.9999687,1.0,0.99999356,3.2555034e-31,1.4537985e-15,3.1526535e-27,5.302467e-20,0.99919593
attack,1.0,7.5122667e-29,2.8719827e-33,1.0,1.4644144e-28,1.0,1.0,5.422268e-10,3.335356e-13,1.0
normal,8.415145e-27,2.0400927e-08,2.9948232e-16,1.9162485e-08,8.191842e-36,3.6045403e-26,3.343947e-18,7.0037463e-38,1.8660494e-18,7.442117e-32
normal,0.0,5.116204e-36,3.3716698e-23,0.0,0.0,1.4612104e-37,0.0,5.2157815e-35,0.0,6.803419e-26
attack,2.8598714e-24,1.0,8.3607965e-16,6.0713316e-14,3.5714334e-25,1.0,1.0,1.0,1.9613982e-09,1.0
attack,3.592339e-25,5.5430154e-17,0.0055830777,6.9741457e-25,0.99999803,0.5735409,0.99994457,5.3140186e-09,0.98307014,0.00016203523
attack,0.0,0.04659313,0.92175955,2.0095112e-22,1.1071344e-32,0.0,0.25252685,0.0,0.9817312,0.26797384
attack,1.1246868e-29,0.7996727,2.1849703e-20,9.775915e-09,0.94858366,2.2853408e-15,1.0,0.98815995,8.334469e-05,0.99999416
attack,9.730413e-24,1.0,5.6370086e-10,1.2900055e-37,1.0,0.0,1.0,0.0,0.99999565,1.0
normal,5.3961542e-33,1.8573708e-18,1.8419783e-05,5.1395523e-24,0.6485716,0.9988858,4.3948027e-12,0.00018799305,2.7905273e-21,7.504251e-09
normal,0.0,1.3735328e-31,4.891363e-30,1.6360003e-26,3.065759e-25,1.6672055e-33,2.624361e-35,3.792136e-34,0.0,2.9319467e-26
attack,0.7383585,1.2356925e-23,2.0292902e-25,5.205142e-07,1.2366588e-16,2.9848792e-30,9.81531e-22,1.8141779e-34,0.0425559,0.00076788664
normal,2.2961845e-12,3.6315503e-11,1.3600476e-06,0.54736406,2.9326763e-13,3.4917207e-06,5.964173e-15,0.99869126,0.9916048,4.8590355e-06
attack,1.9012683e-22,9.463461e-08,1.0,1.0,1.0,1.209258e-10,6.629198e-29,0.9998591,7.5741324e-29,1.0
attack,1.6695534e-11,0.9994124,8.238605e-27,0.99999785,7.5270966e-14,3.7634265e-13,0.45937344,0.6809698,0.8844372,7.4208365e-22
normal,8.097147e-13,2.9606672e-23,6.596025e-22,4.5014286e-22,1.2314693e-19,0.0,1.1407412e-25,1.1694685e-19,2.8716539e-33,1.3843534e-23
normal,0.0,0.0,1.902759e-26,0.0,6.15496e-20,7.486569e-31,1.1464264e-16,4.2947874e-36,3.4520435e-18,5.778729e-17
attack,6.2602194e-11,0.99900115,0.99994594,3.1650812e-17,0.99852055,1.6828131e-28,2.5563353e-17,1.0,1.0,9.622632e-12
attack,0.00042191148,1.969659e-11,1.0931403e-14,0.055134505,0.0006504059,0.99241865,0.99687564,1.0,0.99997854,1.8597972e-07
normal,3.7942672e-17,0.8829169,5.1857386e-11,1.0294394e-08,0.00022122264,0.98702,4.041101e-18,4.640336e-14,0.0034394562,1.39268895e-14
attack,1.6103814e-11,1.0,3.5865252e-22,1.0,1.0,4.3810184e-27,4.057527e-15,1.0,1.0,2.2539907e-11
attack,6.33346e-14,5.5314163e-18,0.5235083,0.9989157,0.99992096,2.7437768e-06,0.99881065,0.95915467,0.99999917,1.0
normal,6.883701e-24,1.2644918e-12,1.0778592e-17,5.1710784e-12,1.2773309e-25,4.0889505e-20,1.6087889e-25,2.9556906e-08,1.6085696e-08,4.3764237e-05
normal,3.195319e-28,5.8793756e-14,2.8220451e-27,5.659259e-20,2.1256333e-31,2.1923129e-24,1.3631165e-09,7.580295e-20,5.0668047e-24,2.3282244e-08
attack,4.4409413e-25,0.008121401,1.0,1.0,1.0,1.4887798e-30,1.0,1.4251938e-25,3.5871984e-28,1.0
normal,3.6493767e-21,1.2489418e-17,2.2904096e-13,3.9209406e-14,2.5587765e-06,1.8275463e-05,9.724664e-16,2.2739223e-23,3.0326822e-15,4.0058827e-15
normal,1.4880114e-25,5.110549e-09,9.013848e-09,0.029742777,0.41709554,1.5792658e-20,0.0034053922,1.3163794e-19,2.1213297e-18,0.003348887
attack,0.0,1.0,4.450296e-09,0.07072687,2.4753795e-25,1.0,7.143992e-20,0.001183778,0.15699062,5.638315e-27
normal,0.0,1.2707658e-31,1.50257575e-30,2.620157e-22,3.3346008e-12,4.1025037e-09,4.3656878e-34,3.2951527e-28,4.7255867e-19,2.2158232e-22
normal,9.176159e-25,0.0,1.3178897e-37,0.0,0.0,0.0,6.6558785e-37,1.0171992e-35,1.6749187e-33,0.0
normal,2.8978184e-13,1.6916278e-24,3.1019548e-26,3.205154e-16,4.125415e-17,5.9737084e-13,9.234713e-14,1.2743039e-17,1.587756e-16,4.8252866e-18
attack,2.3901386e-11,1.0,1.6361087e-12,1.0,9.553831e-16,1.0,0.18657738,1.0,1.2592279e-16,1.0
attack,2.638975e-37,0.9999984,0.0,0.88378334,9.2790865e-17,0.99773645,6.48794e-31,0.0,0.99999374,0.3492073
normal,3.7736362e-34,7.518564e-24,0.0,7.0685917e-31,0.0,2.214594e-33,0.0,0.0,0.0,1.3848506e-37
normal,1.7575271e-11,7.7559326e-15,3.973854e-18,8.563313e-16,2.126744e-09,1.8435202e-08,2.4411861e-20,4.3897072e-24,8.5556656e-10,0.04153785
attack,1.3772566e-33,1.7561919e-07,0.123111784,1.3439689e-31,0.0,5.876996e-15,4.4467206e-33,0.99920654,0.65920657,3.2807262e-37
attack,3.2811227e-32,0.9999993,3.6379524e-28,1.0,6.6539984e-30,1.0112092e-22,1.0,1.0,1.0,1.7466244e-13
attack,1.4201841e-07,2.9762062e-36,1.9201061e-14,5.7424695e-06,0.22698414,5.037426e-27,0.03399399,4.0352817e-05,1.17182e-22,2.455745e-22
normal,1.7975015e-14,1.5253532e-30,1.7264195e-14,2.5281966e-21,2.6376965e-11,3.9064224e-10,8.544222e-24,2.3260987e-30,4.3065756e-17,1.2739567e-09
attack,1.0,5.069415e-24,1.0,1.0,9.36672e-16,1.0,1.0,2.1033023e-35,2.8334319e-30,7.38865e-18
attack,0.999997,1.03283944e-20,1.2384947e-32,1.7905969e-32,8.567205e-30,1.0,1.0,1.0,0.99935186,3.523494e-37
normal,1.098695e-24,4.125924e-22,5.3672457e-19,1.7751723e-24,1.0956182e-25,3.5359804e-27,2.5332843e-36,3.4842157e-27,1.572019e-25,8.955721e-20
normal,8.502656e-12,1.1455116e-18,5.3565427e-06,9.194014e-13,2.3123343e-06,1.520966e-08,1.3670176e-06,2.8988593e-12,0.9992882,0.00538823
normal,0.0,6.0585066e-09,2.5389753e-08,1.9764618e-16,5.442088e-18,3.7243102e-05,0.00046625733,0.022972971,0.086022645,1.2625342e-13
normal,3.0432528e-29,0.0,4.6307525e-36,1.6716835e-13,1.6245711e-13,3.7979393e-35,5.8378665e-24,1.5786008e-38,1.4332305e-32,2.436512e-08
attack,6.423224e-38,0.9887543,1.0,1.0,8.275289e-22,4.2518712e-26,3.241277e-24,0.0005119145,1.0,1.0
attack,0.0,0.0,0.99999183,1.0,0.0,1.0,1.7829534e-35,1.0,4.9238575e-32,0.9999835
normal,5.643297e-23,6.7381425e-06,1.3793057e-35,0.0022967458,0.0,1.397985e-18,0.047092676,1.0264005e-06,4.463945e-11,0.0
attack,0.9999994,1.8553126e-38,0.0,2.606567e-31,0.0,0.81516314,0.9999963,0.9989898,0.9999764,3.785375e-25
normal,1.0913847e-13,1.9180586e-08,0.00018179417,0.83398443,1.6247541e-09,3.202571e-26,1.5033225e-28,4.8040934e-06,1.6668938e-18,3.6324324e-21
normal,2.358286e-11,1.2871574e-14,5.062279e-11,3.6066925e-15,1.7906621e-13,0.30643952,1.8000293e-15,1.4292754e-05,1.9534188e-25,1.4388333e-26
attack,5.170711e-28,1.466463e-17,5.738123e-21,1.0,1.0,1.0,1.1117486e-30,1.0,8.001071e-21,1.0
attack,0.0,1.0,1.6891763e-14,4.1264966e-06,0.6370573,1.0,1.0,1.0,3.785583e-07,1.0
attack,0.0,1.0,5.8101975e-27,0.0,0.0,1.0,1.0,1.0,1.0,0.0
normal,3.825988e-21,0.0,0.0,2.706522e-34,6.1305664e-20,9.758966e-38,0.0,0.0,0.0,5.408914e-32
